CustomerID,Age,Gender,Income,Channel,CampaignType,Cost,ClickThroughRate,ConversionRate,Impressions,PagesPerVisit,TimeOnSite,SocialShares,EmailOpens,EmailClicks,PreviousPurchases,LoyaltyPoints,Conversions,Revenue,Cost per Impression,Revenue Per Impression,Conversions Rate
8374,61,Female,50085,SEO,Conversion,1713.502953,0.214447646,0.135749977,33,1.099475678,7.282497428,0,10,3,4,46,1,100,51.92433191,3.03030303,0.004113636
14484,59,Female,99941,SEO,Retention,8567.987166,0.089379584,0.046771154,18,8.854573417,8.966970165,72,1,3,0,63,0,0,475.999287,0,0.002598397
8376,47,Female,103845,SEO,Consideration,6783.001169,0.110857634,0.071440989,30,1.216088031,4.575548612,65,9,7,2,3107,1,100,226.100039,3.333333333,0.002381366
14479,61,Male,120355,SEO,Conversion,5810.245287,0.062701558,0.0338593,33,4.652698268,13.9641365,27,18,0,5,3262,1,100,176.068039,3.03030303,0.001026039
14477,21,Female,50869,SEO,Retention,466.6772691,0.257549074,0.046829207,33,7.73895299,1.049824608,30,1,2,6,3529,0,0,14.14173543,0,0.001419067
14471,22,Male,105017,SEO,Consideration,1996.077645,0.254395206,0.086250745,10,2.152762861,8.429413577,84,2,6,9,224,0,0,199.6077645,0,0.008625075
14470,35,Male,142066,SEO,Retention,1336.601894,0.118684836,0.184496227,20,5.624577501,3.974605683,37,4,3,1,1277,1,100,66.8300947,5,0.009224811
14462,69,Female,103967,SEO,Awareness,6483.901891,0.083167023,0.015547327,30,2.599485247,14.92485423,18,7,6,4,1035,1,100,216.130063,3.333333333,0.000518244
14459,36,Male,48528,SEO,Conversion,3617.044197,0.07418779,0.049069116,11,1.592497588,8.444405703,5,6,5,9,3312,1,100,328.8221997,9.090909091,0.004460829
14456,26,Female,23796,SEO,Consideration,5365.210007,0.261173975,0.129400801,12,4.621572691,4.961697458,91,18,0,4,1401,1,100,447.1008339,8.333333333,0.0107834
14441,53,Female,34570,SEO,Consideration,1900.507381,0.101962748,0.123906395,21,4.087288057,1.98103122,39,11,9,4,1153,1,100,90.50035148,4.761904762,0.005900305
14440,22,Male,41959,SEO,Awareness,3676.505242,0.04465088,0.065586949,1,4.266964466,2.623175892,50,19,5,2,1470,1,100,3676.505242,100,0.065586949
14439,35,Female,80197,SEO,Consideration,2042.295788,0.026938534,0.123232521,39,1.710021972,3.472886427,38,3,3,5,4556,0,0,52.36655867,0,0.003159808
8387,48,Male,135513,SEO,Retention,1538.085032,0.092577813,0.058041614,48,2.536029718,8.422411719,39,13,4,4,2001,1,100,32.04343817,2.083333333,0.0012092
8388,52,Male,23824,SEO,Retention,8324.717375,0.155512407,0.15629651,36,3.524911223,13.87723576,49,8,3,1,167,1,100,231.2421493,2.777777778,0.00434157
14436,39,Female,68980,SEO,Awareness,7313.253273,0.227299343,0.087472716,17,3.963328365,4.692191588,80,6,4,3,3444,1,100,430.191369,5.882352941,0.005145454
14434,53,Male,48648,SEO,Consideration,5268.803941,0.28427545,0.019864237,7,8.766651901,3.241519115,8,14,5,2,1819,1,100,752.6862773,14.28571429,0.002837748
14430,46,Female,107986,SEO,Consideration,3847.957291,0.010893606,0.173927366,27,9.016274985,4.682096559,30,14,7,0,2831,1,100,142.5169367,3.703703704,0.006441754
8392,49,Male,113550,SEO,Retention,1442.604524,0.134576272,0.159425597,47,2.415096998,10.70096586,28,11,6,7,2192,1,100,30.69371328,2.127659574,0.003392034
8393,40,Male,60857,SEO,Consideration,8154.133243,0.191867883,0.06566838,37,9.909640743,13.8852502,84,19,2,9,3444,1,100,220.3819795,2.702702703,0.001774821
8394,50,Male,36057,SEO,Conversion,9298.982352,0.248836951,0.025876983,24,9.218782222,2.890729968,41,1,4,6,3827,1,100,387.457598,4.166666667,0.001078208
14428,44,Male,82460,SEO,Consideration,976.029849,0.191151282,0.187636489,27,1.10961471,5.963899815,8,12,7,2,260,1,100,36.14925367,3.703703704,0.0069495
14427,54,Female,63815,SEO,Conversion,9797.161247,0.144649615,0.150420471,32,6.695755792,14.14734464,82,14,9,3,2188,1,100,306.161289,3.125,0.00470064
14423,36,Female,127123,SEO,Conversion,4954.671638,0.151896357,0.193359086,10,3.461569348,7.418164748,89,6,3,4,4692,1,100,495.4671638,10,0.019335909
14417,20,Female,135455,SEO,Awareness,6229.965785,0.279904859,0.114749024,39,1.950853617,10.85616208,37,7,5,4,3635,1,100,159.7427124,2.564102564,0.002942283
8399,48,Female,143916,SEO,Consideration,8296.951669,0.166554596,0.192084585,40,5.661076964,12.18080286,61,15,1,0,2811,1,100,207.4237917,2.5,0.004802115
14404,64,Male,30719,SEO,Conversion,7036.343926,0.108371871,0.112986103,3,1.768632699,2.302753247,83,5,5,8,2866,1,100,2345.447975,33.33333333,0.037662034
14395,53,Female,117192,SEO,Awareness,3340.373311,0.019492922,0.056165802,30,4.335881138,3.540416949,47,11,5,0,400,0,0,111.345777,0,0.001872193
14394,34,Female,116558,SEO,Consideration,9989.800448,0.103783986,0.186648696,16,6.505868506,11.078966,0,4,8,6,876,1,100,624.362528,6.25,0.011665544
14392,60,Male,119591,SEO,Retention,2648.13193,0.078963665,0.081937966,21,4.021792487,2.609915898,0,11,3,4,2253,1,100,126.1015205,4.761904762,0.003901808
14391,30,Male,93185,SEO,Retention,8227.255578,0.012247674,0.062196745,21,7.354144122,11.89162895,51,12,7,0,2965,1,100,391.7740751,4.761904762,0.00296175
14384,32,Female,36453,SEO,Retention,6778.880995,0.045122346,0.105568897,32,7.769508942,13.75469297,64,14,0,2,3039,1,100,211.8400311,3.125,0.003299028
14372,64,Female,36611,SEO,Conversion,859.1462286,0.016989727,0.081208716,43,5.360377831,9.363510454,6,16,8,2,1775,1,100,19.98014485,2.325581395,0.001888575
14370,61,Female,115190,SEO,Consideration,546.9065312,0.0473042,0.186271516,21,8.960451682,3.259180696,35,13,1,8,988,0,0,26.04316815,0,0.008870072
8408,40,Male,149080,SEO,Consideration,3279.04973,0.096467285,0.039629996,21,9.163260534,12.03946146,11,13,7,4,4301,1,100,156.1452252,4.761904762,0.001887143
14364,68,Male,80089,SEO,Consideration,7436.96719,0.026696892,0.139332284,33,1.211316883,0.649185052,9,3,1,4,884,0,0,225.3626421,0,0.00422219
14358,29,Female,58652,SEO,Awareness,2346.900319,0.252494,0.029174029,8,8.667529143,7.84528907,75,4,4,1,2014,0,0,293.3625399,0,0.003646754
14356,34,Female,81383,SEO,Consideration,5930.078137,0.138716309,0.075868743,28,5.120356105,0.602011265,18,0,2,4,3168,1,100,211.7885049,3.571428571,0.002709598
14352,38,Male,66746,SEO,Retention,7391.877768,0.280319883,0.08691578,49,6.175040455,10.59882984,76,19,4,5,2799,1,100,150.8546483,2.040816327,0.001773791
8413,43,Male,43684,SEO,Conversion,4404.551724,0.083574612,0.114094303,36,9.936376797,8.535650658,50,8,0,7,2658,1,100,122.348659,2.777777778,0.003169286
14347,27,Female,119978,SEO,Conversion,1677.975246,0.242659554,0.120542401,25,9.796652855,3.293382644,34,1,0,6,1603,1,100,67.11900984,4,0.004821696
14346,51,Female,132169,SEO,Consideration,5225.615471,0.254416308,0.155772887,32,2.547105442,5.141754087,17,0,4,1,138,1,100,163.3004835,3.125,0.004867903
14342,31,Male,108927,SEO,Retention,416.785335,0.285969629,0.071074541,34,8.326255122,12.02146822,0,16,0,0,4481,1,100,12.25839221,2.941176471,0.002090428
14326,40,Male,32291,SEO,Conversion,8443.450318,0.221662061,0.159783966,7,6.58283689,7.111760612,61,17,2,0,175,1,100,1206.207188,14.28571429,0.022826281
14324,64,Female,140913,SEO,Awareness,7743.959268,0.058296377,0.102572571,2,7.006767296,1.449883014,6,10,4,2,2337,1,100,3871.979634,50,0.051286286
14316,66,Male,131114,SEO,Consideration,8665.772999,0.03152552,0.030866747,2,1.03795131,0.940244912,35,17,5,9,1352,0,0,4332.8865,0,0.015433374
14308,59,Male,81791,SEO,Consideration,3304.59388,0.247775162,0.199059369,36,8.23652295,2.381268588,97,6,0,1,872,0,0,91.79427444,0,0.005529427
14298,39,Female,103298,SEO,Retention,6655.918341,0.210697078,0.088535216,8,9.672806202,1.049088031,16,5,6,8,4931,1,100,831.9897926,12.5,0.011066902
14289,34,Male,51070,SEO,Retention,7786.776351,0.19855151,0.043969204,36,7.062394527,9.902385781,45,8,4,4,1923,1,100,216.2993431,2.777777778,0.001221367
8423,43,Female,24629,SEO,Retention,8132.723614,0.287091558,0.148500876,3,6.510789637,12.70557203,18,0,9,3,3476,1,100,2710.907871,33.33333333,0.049500292
14287,28,Male,87949,SEO,Awareness,7011.814064,0.022394575,0.141704821,19,3.476160218,0.957180243,83,11,5,1,4769,1,100,369.0428455,5.263157895,0.007458148
14282,37,Female,111760,SEO,Consideration,3977.046885,0.143551391,0.059504085,47,8.864472496,13.04383046,55,12,3,2,1631,1,100,84.61801883,2.127659574,0.001266044
14273,49,Male,71253,SEO,Retention,8256.374133,0.063192337,0.059190352,14,9.126607073,9.804781499,89,3,7,6,1092,1,100,589.7410095,7.142857143,0.004227882
14271,40,Female,128819,SEO,Awareness,121.3850308,0.19539123,0.044457991,31,2.836752571,6.508700388,99,19,4,3,4649,1,100,3.915646155,3.225806452,0.001434129
14265,47,Male,63746,SEO,Awareness,3936.052055,0.113299043,0.065103542,4,3.524403411,14.33056108,74,3,8,4,1156,1,100,984.0130138,25,0.016275886
14263,40,Female,96510,SEO,Retention,127.3205202,0.098258914,0.140842332,20,4.08420238,14.32976959,5,16,2,2,1894,1,100,6.36602601,5,0.007042117
8430,53,Female,51236,SEO,Awareness,5017.94528,0.048122789,0.165519272,31,1.654057348,2.436626019,44,6,7,1,1816,1,100,161.8692026,3.225806452,0.005339331
14260,51,Male,55515,SEO,Awareness,2627.960629,0.128945184,0.033063012,34,9.222120683,6.590708104,4,17,3,0,2020,1,100,77.29295968,2.941176471,0.000972442
14254,55,Female,123156,SEO,Consideration,2328.659894,0.044841536,0.030091713,33,7.830757534,2.800628871,25,3,5,6,3245,0,0,70.56545133,0,0.00091187
14248,56,Female,43640,SEO,Retention,8521.718972,0.125279836,0.029320834,36,7.067229749,5.68587205,20,8,1,6,2848,1,100,236.7144159,2.777777778,0.000814468
14245,24,Male,30991,SEO,Awareness,1648.708307,0.152235743,0.013323415,43,9.62648733,5.070083573,60,5,5,0,1686,1,100,38.34205365,2.325581395,0.000309847
8435,63,Female,70946,SEO,Retention,6937.37177,0.027770052,0.089680541,23,9.489419051,5.402179166,60,6,5,9,126,1,100,301.6248596,4.347826087,0.003899154
14243,19,Male,94658,SEO,Retention,8090.07795,0.013249564,0.098993978,26,1.883241417,14.42039537,75,7,1,8,4374,1,100,311.1568442,3.846153846,0.003807461
14238,60,Male,31655,SEO,Conversion,1503.845752,0.298072319,0.094168104,18,4.306284554,6.344729712,5,14,0,7,988,1,100,83.54698622,5.555555556,0.005231561
14235,25,Male,47785,SEO,Conversion,403.9150192,0.25758861,0.069259437,38,2.818182668,8.317300152,89,5,5,8,1445,1,100,10.62934261,2.631578947,0.001822617
14232,19,Female,117127,SEO,Awareness,5462.429537,0.087041602,0.025422256,7,9.553281772,12.93301837,56,7,4,8,91,1,100,780.3470767,14.28571429,0.003631751
14230,49,Female,37918,SEO,Awareness,1906.919189,0.071700625,0.1262933,44,7.196023403,10.74997794,73,14,3,2,2974,1,100,43.33907248,2.272727273,0.002870302
14229,45,Male,96788,SEO,Consideration,5250.997973,0.150250578,0.102818899,15,7.028142482,14.14545622,46,12,9,5,283,1,100,350.0665315,6.666666667,0.006854593
14223,33,Male,27453,SEO,Conversion,7406.232502,0.280054067,0.014213489,12,2.640856691,9.097755688,57,1,4,6,4828,1,100,617.1860418,8.333333333,0.001184457
14220,64,Female,112971,SEO,Awareness,5194.676268,0.125108077,0.099819231,43,7.842512478,11.08219194,16,11,3,7,3496,1,100,120.8064248,2.325581395,0.002321377
8444,19,Male,109893,SEO,Consideration,2442.432492,0.195201001,0.037515131,8,8.279822692,6.056027051,42,7,0,1,1327,0,0,305.3040615,0,0.004689391
8445,49,Female,112607,SEO,Awareness,4007.041207,0.25682122,0.050091003,17,2.377675477,10.06938717,17,13,2,7,3993,1,100,235.7083063,5.882352941,0.00294653
14212,49,Female,129932,SEO,Consideration,202.8877552,0.201023785,0.126070391,22,4.336126545,13.30237757,99,14,4,5,656,1,100,9.222170691,4.545454545,0.005730472
14198,37,Male,48831,SEO,Retention,3531.892419,0.259464486,0.061306496,36,9.353786067,1.020411498,28,5,7,7,1234,1,100,98.10812275,2.777777778,0.001702958
14182,21,Female,70697,SEO,Awareness,2007.948299,0.24115653,0.115878238,43,8.94046105,6.255701701,50,14,6,0,4517,1,100,46.69647207,2.325581395,0.002694843
14178,23,Male,117065,SEO,Consideration,2252.530714,0.154606688,0.179977922,37,6.500478413,8.353626386,54,11,5,3,844,1,100,60.87920849,2.702702703,0.004864268
14176,43,Male,131466,SEO,Consideration,9355.152354,0.160914946,0.159578505,7,8.468633579,5.711709406,95,9,1,2,1200,1,100,1336.450336,14.28571429,0.022796929
14174,64,Male,53573,SEO,Conversion,2536.481448,0.085578938,0.129275043,6,5.287329318,12.324401,52,14,9,2,1440,1,100,422.746908,16.66666667,0.021545841
14171,42,Male,130463,SEO,Awareness,9911.686481,0.061371689,0.158068768,30,3.970993894,9.796657133,44,17,8,2,11,1,100,330.3895494,3.333333333,0.005268959
14168,39,Female,99019,SEO,Conversion,8000.807517,0.028018044,0.021917957,27,6.340511967,7.187206824,72,12,6,0,860,1,100,296.3262043,3.703703704,0.000811776
14167,22,Male,43178,SEO,Retention,5714.638222,0.060839904,0.187120601,24,4.719832254,11.13354081,80,8,0,2,4651,1,100,238.1099259,4.166666667,0.007796692
14155,52,Female,149822,SEO,Conversion,1273.446448,0.032796196,0.153419714,37,7.656746036,3.791768788,62,5,0,5,1443,1,100,34.41747157,2.702702703,0.004146479
14153,62,Female,107393,SEO,Retention,4382.873622,0.204395061,0.100628393,44,2.158264273,13.63006803,35,1,3,0,3813,1,100,99.61076414,2.272727273,0.002287009
14152,31,Male,81282,SEO,Conversion,1013.715235,0.014230179,0.035518202,40,7.039267895,1.551560639,59,3,8,7,1024,1,100,25.34288088,2.5,0.000887955
14145,34,Male,88633,SEO,Conversion,9085.566993,0.142359492,0.074797506,37,4.972366301,6.84522303,87,7,8,8,805,1,100,245.5558647,2.702702703,0.002021554
8459,50,Male,102212,SEO,Conversion,6792.118101,0.119341361,0.189862711,42,7.975960881,12.3594913,47,0,1,5,3833,1,100,161.7170976,2.380952381,0.004520541
14141,33,Female,99903,SEO,Consideration,7731.892392,0.191904263,0.107423401,8,5.368352355,1.155344287,95,18,6,0,1183,1,100,966.486549,12.5,0.013427925
14139,52,Female,36219,SEO,Conversion,4464.879544,0.255656046,0.07722825,42,1.778276959,2.37264274,90,3,7,4,1242,1,100,106.3066558,2.380952381,0.001838768
14122,69,Female,138821,SEO,Conversion,502.033954,0.230738143,0.039618134,19,7.246801223,2.184530574,98,3,5,7,4917,1,100,26.42283968,5.263157895,0.002085165
14119,64,Female,81265,SEO,Retention,4002.889061,0.211412752,0.151250565,20,8.356421736,3.125138743,93,17,3,5,496,1,100,200.1444531,5,0.007562528
14118,38,Male,142659,SEO,Retention,3596.151267,0.127003971,0.103894745,9,7.939530209,12.17278593,92,19,4,1,234,1,100,399.572363,11.11111111,0.011543861
14113,45,Female,99698,SEO,Conversion,9814.259675,0.171382479,0.145050074,30,7.048535269,5.393959363,15,6,5,3,1041,1,100,327.1419892,3.333333333,0.004835002
14112,25,Female,103962,SEO,Conversion,8475.35897,0.143723397,0.127169109,26,8.107954279,8.344044587,0,14,9,6,3143,1,100,325.975345,3.846153846,0.00489112
14110,43,Male,131751,SEO,Awareness,5944.323021,0.181893964,0.078176727,36,5.697143359,14.30429181,25,10,1,0,1986,1,100,165.1200839,2.777777778,0.002171576
14108,29,Female,48760,SEO,Awareness,1425.865049,0.199638485,0.160176314,7,9.65670398,10.91463911,39,7,4,1,2617,1,100,203.695007,14.28571429,0.022882331
14101,18,Male,129362,SEO,Awareness,2534.282786,0.214264681,0.190403931,15,4.619210817,11.83902608,14,3,7,2,115,1,100,168.9521857,6.666666667,0.012693595
14099,65,Male,105222,SEO,Conversion,1171.719515,0.257275218,0.070395509,2,6.400190452,8.847840189,15,0,4,6,489,1,100,585.8597575,50,0.035197755
14093,54,Female,35203,SEO,Conversion,2549.855368,0.138923411,0.155790824,12,9.92915339,2.443864846,40,18,1,3,4337,1,100,212.4879473,8.333333333,0.012982569
14082,20,Female,65294,SEO,Consideration,5264.632322,0.038634698,0.020667839,28,6.801203078,0.610595676,5,9,7,7,4661,1,100,188.0225829,3.571428571,0.000738137
14077,45,Female,129679,SEO,Awareness,3810.625251,0.077426863,0.069027802,25,4.09445497,3.265977524,54,9,3,9,4711,1,100,152.42501,4,0.002761112
14076,38,Male,108706,SEO,Conversion,8612.35146,0.230530071,0.065483957,3,5.479076097,5.290824842,84,5,1,5,1384,1,100,2870.78382,33.33333333,0.021827986
8475,33,Male,84874,SEO,Awareness,8732.985684,0.279310137,0.115334865,20,9.691586938,8.800901151,58,7,2,0,3155,1,100,436.6492842,5,0.005766743
14072,40,Male,25493,SEO,Consideration,8661.821264,0.161097951,0.136258597,36,6.179760779,12.35276825,40,9,3,5,787,1,100,240.6061462,2.777777778,0.003784961
14063,38,Female,62591,SEO,Consideration,9334.987315,0.051745007,0.046272092,46,6.674181285,3.559167449,92,10,4,1,715,0,0,202.9345068,0,0.001005915
14056,55,Female,107340,SEO,Consideration,3307.525755,0.183071512,0.17521011,32,3.896102355,5.618811587,63,13,0,5,1732,1,100,103.3601798,3.125,0.005475316
14050,66,Female,64383,SEO,Retention,9350.625801,0.270350465,0.057906505,3,5.073015493,13.69598628,13,4,0,3,2134,1,100,3116.875267,33.33333333,0.019302168
8480,36,Male,34937,SEO,Awareness,1377.386079,0.178013887,0.077362592,31,8.098826718,4.325857872,74,0,5,6,3081,1,100,44.431809,3.225806452,0.002495567
14049,37,Male,127776,SEO,Awareness,9370.865241,0.139468379,0.062467229,13,6.072182297,14.53841909,25,17,8,5,3602,1,100,720.8357878,7.692307692,0.004805171
14046,20,Female,117980,SEO,Awareness,5707.665901,0.299340279,0.015258165,31,6.418556335,2.892636513,87,12,3,5,1559,1,100,184.1182549,3.225806452,0.000492199
8483,45,Female,27048,SEO,Awareness,3605.634022,0.185373588,0.122912272,5,9.726112857,7.905954989,78,4,3,4,3284,1,100,721.1268044,20,0.024582454
14038,21,Female,72723,SEO,Consideration,2863.969977,0.080183187,0.14162748,31,4.092319962,5.506165106,71,14,6,0,2238,1,100,92.38612829,3.225806452,0.004568628
14027,58,Female,43652,SEO,Retention,8501.684824,0.013353586,0.111152547,33,9.244156679,4.617451345,60,8,6,7,3071,1,100,257.6268128,3.03030303,0.003368259
14021,44,Male,65378,SEO,Conversion,2048.726903,0.058933659,0.08743929,12,6.333281881,13.01391411,68,8,3,3,3471,1,100,170.7272419,8.333333333,0.007286608
14015,27,Female,119576,SEO,Retention,2656.13017,0.098389719,0.11226435,18,4.74562463,8.641081514,14,10,4,3,2612,1,100,147.5627872,5.555555556,0.006236908
8488,26,Female,102949,SEO,Retention,1592.637917,0.297487044,0.034232159,13,5.830062126,6.772137191,7,1,2,3,860,0,0,122.510609,0,0.002633243
14003,41,Male,97140,SEO,Retention,5598.962447,0.095350677,0.08647933,22,9.81873281,3.718808029,66,10,0,8,4922,1,100,254.498293,4.545454545,0.003930879
14002,48,Female,94798,SEO,Consideration,9692.365249,0.286532366,0.128891312,31,3.878280464,13.0224482,20,13,9,6,2658,1,100,312.6569435,3.225806452,0.004157784
13995,55,Male,85620,SEO,Awareness,8261.008249,0.103400115,0.130417932,7,6.324384844,14.49981816,85,8,6,3,4924,1,100,1180.144036,14.28571429,0.018631133
13993,67,Female,34342,SEO,Awareness,6772.379501,0.07096627,0.016605845,24,4.435612161,14.66641464,36,12,4,2,4358,1,100,282.1824792,4.166666667,0.00069191
8493,51,Female,149832,SEO,Conversion,6781.590103,0.280227588,0.114565725,23,7.424998566,7.056792409,75,17,4,7,4178,1,100,294.8517436,4.347826087,0.004981118
13991,41,Male,104565,SEO,Consideration,2134.764542,0.293952823,0.038464445,38,3.344750213,0.965806672,33,12,4,2,1423,1,100,56.17801426,2.631578947,0.001012222
13988,50,Female,50284,SEO,Conversion,6859.704657,0.228933171,0.182675989,41,5.083029353,7.429468879,25,12,1,8,4676,1,100,167.3098697,2.43902439,0.004455512
13982,45,Female,130884,SEO,Retention,5828.800878,0.211694058,0.016560477,0,5.199087029,10.59038092,18,13,3,3,4217,1,100,,,
13980,63,Male,22853,SEO,Retention,730.0046589,0.090410541,0.187162901,39,6.123440384,3.782228227,81,5,4,6,4035,1,100,18.71806818,2.564102564,0.004799049
8498,62,Female,134064,SEO,Awareness,6978.099415,0.119024261,0.088716309,9,1.41853272,12.89525931,13,18,0,8,3234,1,100,775.3443794,11.11111111,0.009857368
13963,68,Female,86201,SEO,Awareness,499.1057028,0.299968264,0.089966432,5,9.595753006,8.191305953,77,0,1,5,1095,1,100,99.82114056,20,0.017993286
8500,33,Female,115387,SEO,Conversion,1294.027351,0.230695789,0.032069218,28,7.536477592,4.622189294,28,7,7,3,3709,1,100,46.21526254,3.571428571,0.001145329
13947,66,Male,121628,SEO,Consideration,9231.671929,0.256364639,0.110016874,12,8.193964907,2.145634251,92,4,7,1,4275,1,100,769.3059941,8.333333333,0.009168073
13936,55,Male,108177,SEO,Awareness,4683.302173,0.237920892,0.160981919,5,3.38349557,7.450213846,87,19,8,0,1340,1,100,936.6604346,20,0.032196384
13931,57,Female,32697,SEO,Conversion,9166.156254,0.221612662,0.098528151,24,8.116728569,11.38262268,63,6,2,5,4230,1,100,381.9231773,4.166666667,0.00410534
8504,46,Female,69289,SEO,Conversion,6183.143367,0.235837826,0.172758022,46,6.298958717,9.243298196,6,13,6,5,1912,1,100,134.4161602,2.173913043,0.003755609
13916,18,Female,44507,SEO,Consideration,7464.03823,0.255688632,0.157270993,10,2.303392246,8.630518207,53,8,1,3,3605,1,100,746.403823,10,0.015727099
13912,25,Female,40337,SEO,Consideration,650.2924815,0.177308956,0.048451515,36,7.720077942,7.860293928,57,8,6,0,1896,1,100,18.06368004,2.777777778,0.001345875
13910,62,Male,79429,SEO,Retention,640.2388206,0.04852321,0.130454292,7,8.533189321,11.53572553,27,0,0,3,4146,0,0,91.46268866,0,0.018636327
13897,26,Male,48897,SEO,Retention,9886.59074,0.248171312,0.188014553,15,1.972626805,13.00298856,33,10,5,5,3236,1,100,659.1060493,6.666666667,0.012534304
13891,48,Female,135793,SEO,Conversion,1530.676847,0.067729839,0.026581452,24,1.885593015,8.901321627,95,7,6,1,919,0,0,63.77820196,0,0.001107561
13884,36,Female,138121,SEO,Consideration,1062.655894,0.291800477,0.081394992,45,2.669157303,6.550309746,89,5,0,8,2002,1,100,23.61457542,2.222222222,0.001808778
8511,39,Female,125696,SEO,Retention,1176.223058,0.292047032,0.113353908,22,4.862800112,2.905286262,81,14,7,0,3961,1,100,53.46468445,4.545454545,0.00515245
13872,46,Female,22655,SEO,Consideration,7134.812933,0.118253937,0.093035702,0,7.136971066,11.7383712,56,0,9,9,4397,1,100,,,
8513,31,Female,31447,SEO,Awareness,3742.43074,0.272917768,0.198633903,30,7.923728049,3.1445109,84,12,1,6,1842,1,100,124.7476913,3.333333333,0.00662113
8514,45,Female,137954,SEO,Awareness,9901.97138,0.108919773,0.129884205,32,2.997175407,5.057367483,72,14,4,9,2406,1,100,309.4366056,3.125,0.004058881
13867,47,Female,27084,SEO,Awareness,3561.587871,0.156409626,0.105684007,13,8.853619783,5.357876166,10,0,2,8,1977,1,100,273.9682978,7.692307692,0.008129539
13835,66,Female,74086,SEO,Conversion,3779.790399,0.113253582,0.190005627,2,5.597160276,2.271388519,38,7,4,4,2125,1,100,1889.8952,50,0.095002814
8517,66,Male,95665,SEO,Conversion,9996.986533,0.191802175,0.017736758,10,9.03770218,1.278795434,36,15,7,4,1096,1,100,999.6986533,10,0.001773676
13826,38,Female,95409,SEO,Retention,9933.55096,0.157006788,0.087234348,17,5.31637758,0.762892915,92,13,9,6,3444,1,100,584.3265271,5.882352941,0.005131432
13822,69,Male,115001,SEO,Conversion,2755.954304,0.089693702,0.083623193,32,2.99851634,13.72265491,57,1,3,8,136,1,100,86.123572,3.125,0.002613225
13819,48,Female,80378,SEO,Retention,7983.901132,0.169261531,0.167786768,8,2.746259166,12.81890467,30,2,6,8,1287,1,100,997.9876415,12.5,0.020973346
13811,23,Male,85121,SEO,Retention,8233.136945,0.079042864,0.114208505,24,1.332958476,11.28209758,9,3,5,0,4345,1,100,343.0473727,4.166666667,0.004758688
13810,25,Female,48247,SEO,Retention,327.3555819,0.157894628,0.056079649,43,6.371199922,1.152721638,61,1,6,0,1424,1,100,7.612920509,2.325581395,0.001304178
13807,49,Female,47268,SEO,Conversion,1327.473346,0.241887455,0.151754775,7,4.376929891,2.120626497,42,9,1,9,821,1,100,189.6390494,14.28571429,0.021679254
13797,55,Male,35904,SEO,Retention,3301.738727,0.162239996,0.133988404,2,2.74369449,2.071591148,36,6,1,4,3006,0,0,1650.869364,0,0.066994202
13791,56,Female,93996,SEO,Awareness,1948.072424,0.184198296,0.150507585,48,3.899252224,7.530109503,11,11,3,0,2899,1,100,40.58484217,2.083333333,0.003135575
8526,65,Female,43560,SEO,Consideration,3038.900387,0.220448231,0.191130669,35,4.414545695,8.47586232,17,16,1,7,2515,1,100,86.82572534,2.857142857,0.005460876
13788,31,Female,118972,SEO,Consideration,9313.768597,0.270379837,0.128387424,30,4.811925336,14.27473528,11,6,9,6,1216,1,100,310.4589532,3.333333333,0.004279581
13783,54,Female,102790,SEO,Awareness,6892.070198,0.029169898,0.100915957,16,9.695147591,10.22731398,31,17,5,7,3004,1,100,430.7543874,6.25,0.006307247
13772,35,Male,27311,SEO,Consideration,6338.012601,0.118370374,0.010163063,38,7.076517561,14.13013685,82,18,9,7,1852,1,100,166.7898053,2.631578947,0.000267449
13771,65,Female,112489,SEO,Conversion,2837.828664,0.296586152,0.058671917,36,2.659076315,14.16914502,59,14,3,0,1191,1,100,78.828574,2.777777778,0.001629775
13767,55,Female,120405,SEO,Retention,8168.307794,0.089291446,0.038587972,43,9.364358179,1.001818838,45,9,8,2,2377,1,100,189.9606464,2.325581395,0.000897395
13746,34,Male,27983,SEO,Consideration,5373.819754,0.093637851,0.111460767,37,2.300220469,6.84411834,17,6,8,8,1325,1,100,145.2383717,2.702702703,0.003012453
13743,68,Male,82827,SEO,Retention,6192.647411,0.100344433,0.167408829,38,2.297700344,11.90832646,51,15,3,9,1380,1,100,162.9644056,2.631578947,0.004405496
8534,27,Male,23484,SEO,Retention,3465.563393,0.021829926,0.199674941,44,5.933678141,7.051973178,92,3,5,1,329,0,0,78.76280439,0,0.004538067
13740,42,Female,61417,SEO,Awareness,2533.505358,0.163440578,0.017762058,28,5.01297745,6.192925989,49,10,5,6,3532,1,100,90.48233421,3.571428571,0.000634359
13731,18,Male,126745,SEO,Awareness,9859.820167,0.168539848,0.02622282,23,5.297653459,13.51804575,44,13,2,1,1417,1,100,428.6878333,4.347826087,0.001140123
13726,52,Male,103319,SEO,Retention,5369.061464,0.190255447,0.175849598,43,5.383647956,3.715385258,51,17,6,4,1027,1,100,124.8618945,2.325581395,0.004089526
8538,69,Male,141566,SEO,Awareness,3063.26908,0.187034368,0.069765727,4,5.415320689,11.44890755,78,9,6,1,4361,1,100,765.81727,25,0.017441432
8539,48,Female,81104,SEO,Conversion,6381.54237,0.077154637,0.176989863,36,2.643816515,10.59067783,73,15,9,7,4323,1,100,177.2650658,2.777777778,0.004916385
